ID,Punto_Partida,Punto_Llegada,Distancia (km),Tiempo (min),Precio (S/),Empresa_Courier
1D1191,La Victoria,Ventanilla,27.25,77,27,Serpost
1D1191,La Victoria,Ventanilla,27.25,87,22,DHL Express Perú
1D1192,Punta Hermosa,Magdalena del Mar,16.45,24,18,Olva Courier
1D1192,Punta Hermosa,Magdalena del Mar,16.45,58,24,Serpost
1D1192,Punta Hermosa,Magdalena del Mar,16.45,48,20,DHL Express Perú
1D1193,La Molina,San Bartolo,8.21,37,16,Olva Courier
1D1193,La Molina,San Bartolo,8.21,43,19,Serpost
1D1193,La Molina,San Bartolo,8.21,104,16,DHL Express Perú
1D1194,San Martín de Porres,San Luis,24.93,72,12,Olva Courier
1D1194,San Martín de Porres,San Luis,24.93,62,19,Serpost
1D1194,San Martín de Porres,San Luis,24.93,47,15,DHL Express Perú
1D1195,El Agustino,El Agustino,29.93,52,13,Olva Courier
1D1195,El Agustino,El Agustino,29.93,23,18,Serpost
1D1195,El Agustino,El Agustino,29.93,56,19,DHL Express Perú
1D1196,San Luis,La Victoria,10.11,20,15,Olva Courier
1D1196,San Luis,La Victoria,10.11,71,17,Serpost
1D1196,San Luis,La Victoria,10.11,107,17,DHL Express Perú
1D1197,Puente Piedra,Puente Piedra,26.81,86,19,Olva Courier
1D1197,Puente Piedra,Puente Piedra,26.81,59,20,Serpost
1D1197,Puente Piedra,Puente Piedra,26.81,38,17,DHL Express Perú
1D1198,San Borja,Miraflores,15.31,91,15,Olva Courier
1D1198,San Borja,Miraflores,15.31,22,21,Serpost
1D1198,San Borja,Miraflores,15.31,116,14,DHL Express Perú
1D1199,Santa Rosa,Chaclacayo,22.52,74,11,Olva Courier
1D1199,Santa Rosa,Chaclacayo,22.52,53,22,Serpost
1D1199,Santa Rosa,Chaclacayo,22.52,38,15,DHL Express Perú
1D1200,Pueblo Libre,San Juan de Lurigancho,16.31,38,20,Olva Courier
1D1200,Pueblo Libre,San Juan de Lurigancho,16.31,85,23,Serpost
1D1200,Pueblo Libre,San Juan de Lurigancho,16.31,90,25,DHL Express Perú
1D1201,Santiago de Surco,Surquillo,28.87,27,23,Olva Courier
1D1201,Santiago de Surco,Surquillo,28.87,39,20,Serpost
1D1201,Santiago de Surco,Surquillo,28.87,52,10,DHL Express Perú
1D1202,Carabayllo,San Juan de Miraflores,19.98,32,18,Olva Courier
1D1202,Carabayllo,San Juan de Miraflores,19.98,18,15,Serpost
1D1202,Carabayllo,San Juan de Miraflores,19.98,38,21,DHL Express Perú
1D1203,Carabayllo,La Molina,6.06,78,23,Olva Courier
1D1203,Carabayllo,La Molina,6.06,120,13,Serpost
1D1203,Carabayllo,La Molina,6.06,96,19,DHL Express Perú
1D1204,Pucusana,Chorrillos,27.39,106,24,Olva Courier
1D1204,Pucusana,Chorrillos,27.39,102,15,Serpost
1D1204,Pucusana,Chorrillos,27.39,86,16,DHL Express Perú
1D1205,Los Olivos,Santa Rosa,13.43,98,16,Olva Courier
1D1205,Los Olivos,Santa Rosa,13.43,35,14,Serpost
1D1205,Los Olivos,Santa Rosa,13.43,24,13,DHL Express Perú
1D1206,Santa Anita,Lurín,22.26,101,14,Olva Courier
1D1206,Santa Anita,Lurín,22.26,53,20,Serpost
1D1206,Santa Anita,Lurín,22.26,89,16,DHL Express Perú
1D1207,Jesús María,San Martín de Porres,25.51,73,23,Olva Courier
1D1207,Jesús María,San Martín de Porres,25.51,101,21,Serpost
1D1207,Jesús María,San Martín de Porres,25.51,107,20,DHL Express Perú
1D1208,Miraflores,Ate,24.0,41,11,Olva Courier
1D1208,Miraflores,Ate,24.0,100,14,Serpost
1D1208,Miraflores,Ate,24.0,42,17,DHL Express Perú
1D1209,Carabayllo,Pueblo Libre,10.3,86,19,Olva Courier
1D1209,Carabayllo,Pueblo Libre,10.3,100,12,Serpost
1D1209,Carabayllo,Pueblo Libre,10.3,112,20,DHL Express Perú
1D1210,Cercado de Lima,Rímac,28.52,102,19,Olva Courier
1D1210,Cercado de Lima,Rímac,28.52,66,18,Serpost
1D1210,Cercado de Lima,Rímac,28.52,122,20,DHL Express Perú
1D1211,Magdalena del Mar,Cercado de Lima,26.95,22,15,Olva Courier
1D1211,Magdalena del Mar,Cercado de Lima,26.95,32,18,Serpost
1D1211,Magdalena del Mar,Cercado de Lima,26.95,40,21,DHL Express Perú
1D1212,Lurín,Independencia,14.74,75,13,Olva Courier
1D1212,Lurín,Independencia,14.74,49,24,Serpost
1D1212,Lurín,Independencia,14.74,31,22,DHL Express Perú
1D1213,Cieneguilla,Miraflores,29.85,59,21,Olva Courier
1D1213,Cieneguilla,Miraflores,29.85,91,21,Serpost
1D1213,Cieneguilla,Miraflores,29.85,117,20,DHL Express Perú
1D1214,La Perla,San Miguel,26.46,27,16,Olva Courier
1D1214,La Perla,San Miguel,26.46,58,16,Serpost
1D1214,La Perla,San Miguel,26.46,89,22,DHL Express Perú
1D1215,Callao,Pucusana,17.36,73,23,Olva Courier
1D1215,Callao,Pucusana,17.36,43,20,Serpost
1D1215,Callao,Pucusana,17.36,119,21,DHL Express Perú
1D1216,San Luis,Chorrillos,15.85,44,17,Olva Courier
1D1216,San Luis,Chorrillos,15.85,110,14,Serpost
1D1216,San Luis,Chorrillos,15.85,68,15,DHL Express Perú
1D1217,San Martín de Porres,Bellavista,29.41,68,21,Olva Courier
1D1217,San Martín de Porres,Bellavista,29.41,38,17,Serpost
1D1217,San Martín de Porres,Bellavista,29.41,22,27,DHL Express Perú
1D1218,San Bartolo,Pachacámac,27.2,120,19,Olva Courier
1D1218,San Bartolo,Pachacámac,27.2,80,16,Serpost
1D1218,San Bartolo,Pachacámac,27.2,27,20,DHL Express Perú
1D1219,Ancón,San Martín de Porres,14.41,90,16,Olva Courier
1D1219,Ancón,San Martín de Porres,14.41,77,22,Serpost
1D1219,Ancón,San Martín de Porres,14.41,102,12,DHL Express Perú
1D1220,Ancón,Chaclacayo,10.53,92,19,Olva Courier
1D1220,Ancón,Chaclacayo,10.53,27,11,Serpost
1D1220,Ancón,Chaclacayo,10.53,111,16,DHL Express Perú
1D1221,Ventanilla,Lurigancho,16.71,43,24,Olva Courier
1D1221,Ventanilla,Lurigancho,16.71,44,19,Serpost
1D1221,Ventanilla,Lurigancho,16.71,34,17,DHL Express Perú
1D1222,Comas,San Juan de Miraflores,15.92,22,21,Olva Courier
1D1222,Comas,San Juan de Miraflores,15.92,101,25,Serpost
1D1222,Comas,San Juan de Miraflores,15.92,64,16,DHL Express Perú
1D1223,Ancón,Lurigancho,27.33,31,13,Olva Courier
1D1223,Ancón,Lurigancho,27.33,77,19,Serpost
1D1223,Ancón,Lurigancho,27.33,48,24,DHL Express Perú
1D1224,Cercado de Lima,Santa Anita,20.12,107,20,Olva Courier
1D1224,Cercado de Lima,Santa Anita,20.12,118,17,Serpost
1D1224,Cercado de Lima,Santa Anita,20.12,74,13,DHL Express Perú
1D1225,Puente Piedra,Los Olivos,27.64,52,23,Olva Courier
1D1225,Puente Piedra,Los Olivos,27.64,58,21,Serpost
1D1225,Puente Piedra,Los Olivos,27.64,71,16,DHL Express Perú
1D1226,Santa Rosa,Ate,29.33,43,24,Olva Courier
1D1226,Santa Rosa,Ate,29.33,45,15,Serpost
1D1226,Santa Rosa,Ate,29.33,109,22,DHL Express Perú
1D1227,Comas,Lince,13.64,32,24,Olva Courier
1D1227,Comas,Lince,13.64,98,25,Serpost
1D1227,Comas,Lince,13.64,76,14,DHL Express Perú
1D1228,San Bartolo,Carmen de la Legua Reynoso,5.67,22,21,Olva Courier
1D1228,San Bartolo,Carmen de la Legua Reynoso,5.67,71,16,Serpost
1D1228,San Bartolo,Carmen de la Legua Reynoso,5.67,51,12,DHL Express Perú
1D1229,Cercado de Lima,Villa María del Triunfo,11.94,61,12,Olva Courier
1D1229,Cercado de Lima,Villa María del Triunfo,11.94,48,16,Serpost
1D1229,Cercado de Lima,Villa María del Triunfo,11.94,66,17,DHL Express Perú
1D1230,Barranco,San Luis,17.07,75,17,Olva Courier
1D1230,Barranco,San Luis,17.07,109,22,Serpost
1D1230,Barranco,San Luis,17.07,90,15,DHL Express Perú
1D1231,San Martín de Porres,Barranco,20.06,74,18,Olva Courier
1D1231,San Martín de Porres,Barranco,20.06,103,19,Serpost
1D1231,San Martín de Porres,Barranco,20.06,65,26,DHL Express Perú
1D1232,Miraflores,Chorrillos,29.17,49,25,Olva Courier
1D1232,Miraflores,Chorrillos,29.17,93,16,Serpost
1D1232,Miraflores,Chorrillos,29.17,122,18,DHL Express Perú
1D1233,Jesús María,Lurigancho,19.71,63,20,Olva Courier
1D1233,Jesús María,Lurigancho,19.71,92,13,Serpost
1D1233,Jesús María,Lurigancho,19.71,95,16,DHL Express Perú
1D1234,Callao,Santa María del Mar,26.83,26,14,Olva Courier
1D1234,Callao,Santa María del Mar,26.83,88,19,Serpost
1D1234,Callao,Santa María del Mar,26.83,48,12,DHL Express Perú
1D1235,San Juan de Miraflores,Villa El Salvador,17.8,118,17,Olva Courier
1D1235,San Juan de Miraflores,Villa El Salvador,17.8,89,25,Serpost
1D1235,San Juan de Miraflores,Villa El Salvador,17.8,52,14,DHL Express Perú
1D1236,Cercado de Lima,Santiago de Surco,7.61,21,20,Olva Courier
1D1236,Cercado de Lima,Santiago de Surco,7.61,46,19,Serpost
1D1236,Cercado de Lima,Santiago de Surco,7.61,44,24,DHL Express Perú
1D1237,Callao,La Punta,24.09,80,21,Olva Courier
1D1237,Callao,La Punta,24.09,104,25,Serpost
1D1237,Callao,La Punta,24.09,73,21,DHL Express Perú
1D1238,Independencia,Breña,27.11,58,13,Olva Courier
1D1238,Independencia,Breña,27.11,60,24,Serpost
1D1238,Independencia,Breña,27.11,77,20,DHL Express Perú
1D1239,Mi Perú,Lurigancho,18.54,70,12,Olva Courier
1D1239,Mi Perú,Lurigancho,18.54,108,19,Serpost
1D1239,Mi Perú,Lurigancho,18.54,119,24,DHL Express Perú
1D1240,Lurín,Independencia,10.09,68,17,Olva Courier
1D1240,Lurín,Independencia,10.09,55,20,Serpost
1D1240,Lurín,Independencia,10.09,23,10,DHL Express Perú
1D1241,San Martín de Porres,Barranco,21.8,56,13,Olva Courier
1D1241,San Martín de Porres,Barranco,21.8,77,18,Serpost
1D1241,San Martín de Porres,Barranco,21.8,87,15,DHL Express Perú
1D1242,Ate,Ventanilla,10.42,80,25,Olva Courier
1D1242,Ate,Ventanilla,10.42,26,16,Serpost
1D1242,Ate,Ventanilla,10.42,78,14,DHL Express Perú
1D1243,Rímac,Comas,5.98,98,14,Olva Courier
1D1243,Rímac,Comas,5.98,122,13,Serpost
1D1243,Rímac,Comas,5.98,41,24,DHL Express Perú
1D1244,Rímac,San Bartolo,10.53,72,14,Olva Courier
1D1244,Rímac,San Bartolo,10.53,21,19,Serpost
1D1244,Rímac,San Bartolo,10.53,86,17,DHL Express Perú
1D1245,San Juan de Miraflores,Lince,8.93,120,17,Olva Courier
1D1245,San Juan de Miraflores,Lince,8.93,61,19,Serpost
1D1245,San Juan de Miraflores,Lince,8.93,101,16,DHL Express Perú
1D1246,Miraflores,Lurigancho,20.84,102,17,Olva Courier
1D1246,Miraflores,Lurigancho,20.84,24,15,Serpost
1D1246,Miraflores,Lurigancho,20.84,75,12,DHL Express Perú
1D1247,Pucusana,Los Olivos,22.78,62,11,Olva Courier
1D1247,Pucusana,Los Olivos,22.78,22,15,Serpost
1D1247,Pucusana,Los Olivos,22.78,57,20,DHL Express Perú
1D1248,Lince,Bellavista,19.85,39,11,Olva Courier
1D1248,Lince,Bellavista,19.85,90,9,Serpost
1D1248,Lince,Bellavista,19.85,24,22,DHL Express Perú
1D1249,Villa El Salvador,San Isidro,27.58,43,21,Olva Courier
1D1249,Villa El Salvador,San Isidro,27.58,116,24,Serpost
1D1249,Villa El Salvador,San Isidro,27.58,53,24,DHL Express Perú
1D1250,Barranco,Santa Rosa,6.86,35,17,Olva Courier
1D1250,Barranco,Santa Rosa,6.86,66,20,Serpost
1D1250,Barranco,Santa Rosa,6.86,23,21,DHL Express Perú
1D1251,Puente Piedra,Lince,5.84,52,19,Olva Courier
1D1251,Puente Piedra,Lince,5.84,56,21,Serpost
1D1251,Puente Piedra,Lince,5.84,71,22,DHL Express Perú
1D1252,Callao,Carmen de la Legua Reynoso,8.87,39,22,Olva Courier
1D1252,Callao,Carmen de la Legua Reynoso,8.87,91,20,Serpost
1D1252,Callao,Carmen de la Legua Reynoso,8.87,91,17,DHL Express Perú
1D1253,San Bartolo,Bellavista,23.08,52,11,Olva Courier
1D1253,San Bartolo,Bellavista,23.08,66,13,Serpost
1D1253,San Bartolo,Bellavista,23.08,64,23,DHL Express Perú
1D1254,La Punta,La Perla,28.21,99,22,Olva Courier
1D1254,La Punta,La Perla,28.21,30,20,Serpost
1D1254,La Punta,La Perla,28.21,74,17,DHL Express Perú
1D1255,Lince,La Molina,19.34,42,12,Olva Courier
1D1255,Lince,La Molina,19.34,113,18,Serpost
1D1255,Lince,La Molina,19.34,45,11,DHL Express Perú
1D1256,Punta Hermosa,Cercado de Lima,29.79,106,15,Olva Courier
1D1256,Punta Hermosa,Cercado de Lima,29.79,46,17,Serpost
1D1256,Punta Hermosa,Cercado de Lima,29.79,51,20,DHL Express Perú
1D1257,Punta Hermosa,San Miguel,9.44,38,9,Olva Courier
1D1257,Punta Hermosa,San Miguel,9.44,117,19,Serpost
1D1257,Punta Hermosa,San Miguel,9.44,56,13,DHL Express Perú
1D1258,San Borja,Villa El Salvador,22.05,21,20,Olva Courier
1D1258,San Borja,Villa El Salvador,22.05,56,22,Serpost
1D1258,San Borja,Villa El Salvador,22.05,109,14,DHL Express Perú
1D1259,Surquillo,La Perla,14.46,37,19,Olva Courier
1D1259,Surquillo,La Perla,14.46,37,17,Serpost
1D1259,Surquillo,La Perla,14.46,30,19,DHL Express Perú
1D1260,Ancón,Los Olivos,29.25,49,19,Olva Courier
1D1260,Ancón,Los Olivos,29.25,47,18,Serpost
1D1260,Ancón,Los Olivos,29.25,58,23,DHL Express Perú
1D1261,San Isidro,San Borja,11.65,47,20,Olva Courier
1D1261,San Isidro,San Borja,11.65,106,15,Serpost
1D1261,San Isidro,San Borja,11.65,27,26,DHL Express Perú
1D1262,Punta Hermosa,Bellavista,24.96,64,27,Olva Courier
1D1262,Punta Hermosa,Bellavista,24.96,115,20,Serpost
1D1262,Punta Hermosa,Bellavista,24.96,119,12,DHL Express Perú
1D1263,Lince,Comas,23.04,71,20,Olva Courier
1D1263,Lince,Comas,23.04,98,16,Serpost
1D1263,Lince,Comas,23.04,101,23,DHL Express Perú
1D1264,Lurín,Pachacámac,21.2,109,20,Olva Courier
1D1264,Lurín,Pachacámac,21.2,118,16,Serpost
1D1264,Lurín,Pachacámac,21.2,121,19,DHL Express Perú
1D1265,La Perla,Chaclacayo,11.17,91,19,Olva Courier
1D1265,La Perla,Chaclacayo,11.17,35,18,Serpost
1D1265,La Perla,Chaclacayo,11.17,22,18,DHL Express Perú
1D1266,Santa María del Mar,Cieneguilla,19.45,68,15,Olva Courier
1D1266,Santa María del Mar,Cieneguilla,19.45,111,19,Serpost
1D1266,Santa María del Mar,Cieneguilla,19.45,101,14,DHL Express Perú
1D1267,La Victoria,Ancón,11.01,90,15,Olva Courier
1D1267,La Victoria,Ancón,11.01,43,14,Serpost
1D1267,La Victoria,Ancón,11.01,86,23,DHL Express Perú
1D1268,San Isidro,Ancón,18.46,114,14,Olva Courier
1D1268,San Isidro,Ancón,18.46,96,11,Serpost
1D1268,San Isidro,Ancón,18.46,61,13,DHL Express Perú
1D1269,La Molina,Comas,27.64,20,15,Olva Courier
1D1269,La Molina,Comas,27.64,113,9,Serpost
1D1269,La Molina,Comas,27.64,34,12,DHL Express Perú
1D1270,Lince,Villa El Salvador,24.52,123,27,Olva Courier
1D1270,Lince,Villa El Salvador,24.52,71,15,Serpost
1D1270,Lince,Villa El Salvador,24.52,38,11,DHL Express Perú
1D1271,Villa El Salvador,Villa El Salvador,8.34,58,10,Olva Courier
1D1271,Villa El Salvador,Villa El Salvador,8.34,27,19,Serpost
1D1271,Villa El Salvador,Villa El Salvador,8.34,46,15,DHL Express Perú
1D1272,Santiago de Surco,Barranco,29.52,74,25,Olva Courier
1D1272,Santiago de Surco,Barranco,29.52,116,11,Serpost
1D1272,Santiago de Surco,Barranco,29.52,74,18,DHL Express Perú
1D1273,La Victoria,Ate,20.98,61,24,Olva Courier
1D1273,La Victoria,Ate,20.98,81,23,Serpost
1D1273,La Victoria,Ate,20.98,59,20,DHL Express Perú
1D1274,Callao,San Borja,14.81,45,11,Olva Courier
1D1274,Callao,San Borja,14.81,25,19,Serpost
1D1274,Callao,San Borja,14.81,40,21,DHL Express Perú
1D1275,La Punta,San Juan de Lurigancho,21.42,42,26,Olva Courier
1D1275,La Punta,San Juan de Lurigancho,21.42,42,17,Serpost
1D1275,La Punta,San Juan de Lurigancho,21.42,45,19,DHL Express Perú
1D1276,Ancón,Lurigancho,7.01,92,18,Olva Courier
1D1276,Ancón,Lurigancho,7.01,120,27,Serpost
1D1276,Ancón,Lurigancho,7.01,60,13,DHL Express Perú
1D1277,Santiago de Surco,Santa Rosa,17.58,50,10,Olva Courier
1D1277,Santiago de Surco,Santa Rosa,17.58,98,21,Serpost
1D1277,Santiago de Surco,Santa Rosa,17.58,122,20,DHL Express Perú
1D1278,Independencia,La Punta,26.14,76,13,Olva Courier
1D1278,Independencia,La Punta,26.14,31,25,Serpost
1D1278,Independencia,La Punta,26.14,109,21,DHL Express Perú
1D1279,Jesús María,La Perla,17.91,116,22,Olva Courier
1D1279,Jesús María,La Perla,17.91,93,17,Serpost
1D1279,Jesús María,La Perla,17.91,125,23,DHL Express Perú
1D1280,Puente Piedra,San Martín de Porres,21.72,104,22,Olva Courier
1D1280,Puente Piedra,San Martín de Porres,21.72,64,15,Serpost
1D1280,Puente Piedra,San Martín de Porres,21.72,97,20,DHL Express Perú
1D1281,Magdalena del Mar,Chaclacayo,29.93,104,27,Olva Courier
1D1281,Magdalena del Mar,Chaclacayo,29.93,94,21,Serpost
1D1281,Magdalena del Mar,Chaclacayo,29.93,63,18,DHL Express Perú
1D1282,Santa María del Mar,Carabayllo,11.73,100,19,Olva Courier
1D1282,Santa María del Mar,Carabayllo,11.73,56,26,Serpost
1D1282,Santa María del Mar,Carabayllo,11.73,57,12,DHL Express Perú
1D1283,Punta Hermosa,Mi Perú,9.34,99,12,Olva Courier
1D1283,Punta Hermosa,Mi Perú,9.34,39,16,Serpost
1D1283,Punta Hermosa,Mi Perú,9.34,79,16,DHL Express Perú
1D1284,Cercado de Lima,Barranco,7.15,21,12,Olva Courier
1D1284,Cercado de Lima,Barranco,7.15,110,19,Serpost
1D1284,Cercado de Lima,Barranco,7.15,51,13,DHL Express Perú
1D1285,San Miguel,Barranco,11.99,54,15,Olva Courier
1D1285,San Miguel,Barranco,11.99,110,17,Serpost
1D1285,San Miguel,Barranco,11.99,98,12,DHL Express Perú
1D1286,La Molina,Cieneguilla,18.3,56,23,Olva Courier
1D1286,La Molina,Cieneguilla,18.3,112,21,Serpost
1D1286,La Molina,Cieneguilla,18.3,31,16,DHL Express Perú
1D1287,Rímac,San Borja,29.59,78,17,Olva Courier
1D1287,Rímac,San Borja,29.59,123,20,Serpost
1D1287,Rímac,San Borja,29.59,22,18,DHL Express Perú
1D1288,Puente Piedra,Los Olivos,18.45,49,17,Olva Courier
1D1288,Puente Piedra,Los Olivos,18.45,38,17,Serpost
1D1288,Puente Piedra,Los Olivos,18.45,105,10,DHL Express Perú
1D1289,Pueblo Libre,San Martín de Porres,12.92,68,14,Olva Courier
1D1289,Pueblo Libre,San Martín de Porres,12.92,64,21,Serpost
1D1289,Pueblo Libre,San Martín de Porres,12.92,111,9,DHL Express Perú
1D1290,Cieneguilla,Mi Perú,29.55,111,17,Olva Courier
1D1290,Cieneguilla,Mi Perú,29.55,96,16,Serpost
1D1290,Cieneguilla,Mi Perú,29.55,28,11,DHL Express Perú
1D1291,Mi Perú,Santa María del Mar,28.05,29,11,Olva Courier
1D1291,Mi Perú,Santa María del Mar,28.05,49,20,Serpost
1D1291,Mi Perú,Santa María del Mar,28.05,49,21,DHL Express Perú
1D1292,Cercado de Lima,Carmen de la Legua Reynoso,6.28,28,22,Olva Courier
1D1292,Cercado de Lima,Carmen de la Legua Reynoso,6.28,94,15,Serpost
1D1292,Cercado de Lima,Carmen de la Legua Reynoso,6.28,26,17,DHL Express Perú
1D1293,El Agustino,Chorrillos,28.59,45,23,Olva Courier
1D1293,El Agustino,Chorrillos,28.59,90,15,Serpost
1D1293,El Agustino,Chorrillos,28.59,63,17,DHL Express Perú
1D1294,Comas,La Perla,15.19,58,14,Olva Courier
1D1294,Comas,La Perla,15.19,40,20,Serpost
1D1294,Comas,La Perla,15.19,37,23,DHL Express Perú
1D1295,Chorrillos,Punta Hermosa,13.4,23,16,Olva Courier
1D1295,Chorrillos,Punta Hermosa,13.4,32,16,Serpost
1D1295,Chorrillos,Punta Hermosa,13.4,95,17,DHL Express Perú
1D1296,Rímac,Magdalena del Mar,20.63,28,20,Olva Courier
1D1296,Rímac,Magdalena del Mar,20.63,71,22,Serpost
1D1296,Rímac,Magdalena del Mar,20.63,43,20,DHL Express Perú
1D1297,La Perla,Cieneguilla,15.83,91,18,Olva Courier
1D1297,La Perla,Cieneguilla,15.83,52,17,Serpost
1D1297,La Perla,Cieneguilla,15.83,57,12,DHL Express Perú
1D1298,Santa María del Mar,Pueblo Libre,27.6,74,15,Olva Courier
1D1298,Santa María del Mar,Pueblo Libre,27.6,85,17,Serpost
1D1298,Santa María del Mar,Pueblo Libre,27.6,112,19,DHL Express Perú
1D1299,Ventanilla,San Miguel,14.85,38,15,Olva Courier
1D1299,Ventanilla,San Miguel,14.85,101,20,Serpost
1D1299,Ventanilla,San Miguel,14.85,104,21,DHL Express Perú
1D1300,Villa El Salvador,Lurigancho,11.95,32,15,Olva Courier
1D1300,Villa El Salvador,Lurigancho,11.95,49,15,Serpost
1D1300,Villa El Salvador,Lurigancho,11.95,127,15,DHL Express Perú
1D1301,Villa El Salvador,Santa María del Mar,11.4,72,16,Olva Courier
1D1301,Villa El Salvador,Santa María del Mar,11.4,100,26,Serpost
1D1301,Villa El Salvador,Santa María del Mar,11.4,75,12,DHL Express Perú
1D1302,Carabayllo,Bellavista,23.28,93,22,Olva Courier
1D1302,Carabayllo,Bellavista,23.28,63,16,Serpost
1D1302,Carabayllo,Bellavista,23.28,103,16,DHL Express Perú
1D1303,Miraflores,Breña,24.35,101,25,Olva Courier
1D1303,Miraflores,Breña,24.35,30,17,Serpost
1D1303,Miraflores,Breña,24.35,48,21,DHL Express Perú
1D1304,Mi Perú,Santa María del Mar,29.68,94,23,Olva Courier
1D1304,Mi Perú,Santa María del Mar,29.68,121,16,Serpost
1D1304,Mi Perú,Santa María del Mar,29.68,63,16,DHL Express Perú
1D1305,Bellavista,La Punta,13.9,94,18,Olva Courier
1D1305,Bellavista,La Punta,13.9,34,16,Serpost
1D1305,Bellavista,La Punta,13.9,37,24,DHL Express Perú
1D1306,Callao,Pucusana,12.73,120,22,Olva Courier
1D1306,Callao,Pucusana,12.73,65,10,Serpost
1D1306,Callao,Pucusana,12.73,97,19,DHL Express Perú
1D1307,Puente Piedra,La Punta,18.07,53,22,Olva Courier
1D1307,Puente Piedra,La Punta,18.07,40,14,Serpost
1D1307,Puente Piedra,La Punta,18.07,23,13,DHL Express Perú
1D1308,Pachacámac,Magdalena del Mar,29.78,70,12,Olva Courier
1D1308,Pachacámac,Magdalena del Mar,29.78,99,17,Serpost
1D1308,Pachacámac,Magdalena del Mar,29.78,111,15,DHL Express Perú
1D1309,Chorrillos,Breña,19.58,18,23,Olva Courier
1D1309,Chorrillos,Breña,19.58,41,18,Serpost
1D1309,Chorrillos,Breña,19.58,31,15,DHL Express Perú
1D1310,Rímac,Comas,23.06,85,14,Olva Courier
1D1310,Rímac,Comas,23.06,82,16,Serpost
1D1310,Rímac,Comas,23.06,77,13,DHL Express Perú
1D1311,San Bartolo,Cercado de Lima,11.72,107,22,Olva Courier
1D1311,San Bartolo,Cercado de Lima,11.72,75,17,Serpost
1D1311,San Bartolo,Cercado de Lima,11.72,50,14,DHL Express Perú
1D1312,Lince,Punta Hermosa,21.57,51,19,Olva Courier
1D1312,Lince,Punta Hermosa,21.57,74,14,Serpost
1D1312,Lince,Punta Hermosa,21.57,52,11,DHL Express Perú
1D1313,Surquillo,Jesús María,16.67,33,18,Olva Courier
1D1313,Surquillo,Jesús María,16.67,93,24,Serpost
1D1313,Surquillo,Jesús María,16.67,54,11,DHL Express Perú
1D1314,El Agustino,San Luis,13.77,115,13,Olva Courier
1D1314,El Agustino,San Luis,13.77,64,18,Serpost
1D1314,El Agustino,San Luis,13.77,56,17,DHL Express Perú
1D1315,Santiago de Surco,San Isidro,20.16,71,26,Olva Courier
1D1315,Santiago de Surco,San Isidro,20.16,59,23,Serpost
1D1315,Santiago de Surco,San Isidro,20.16,105,14,DHL Express Perú
1D1316,Callao,Lurigancho,7.48,92,24,Olva Courier
1D1316,Callao,Lurigancho,7.48,68,16,Serpost
1D1316,Callao,Lurigancho,7.48,46,21,DHL Express Perú
1D1317,Villa María del Triunfo,Pueblo Libre,7.56,122,18,Olva Courier
1D1317,Villa María del Triunfo,Pueblo Libre,7.56,110,14,Serpost
1D1317,Villa María del Triunfo,Pueblo Libre,7.56,33,16,DHL Express Perú
1D1318,Punta Hermosa,Punta Negra,28.49,117,25,Olva Courier
1D1318,Punta Hermosa,Punta Negra,28.49,92,12,Serpost
1D1318,Punta Hermosa,Punta Negra,28.49,62,19,DHL Express Perú
1D1319,San Juan de Lurigancho,Miraflores,29.55,107,13,Olva Courier
1D1319,San Juan de Lurigancho,Miraflores,29.55,47,12,Serpost
1D1319,San Juan de Lurigancho,Miraflores,29.55,106,10,DHL Express Perú
1D1320,Carabayllo,Ancón,10.85,31,9,Olva Courier
1D1320,Carabayllo,Ancón,10.85,54,19,Serpost
1D1320,Carabayllo,Ancón,10.85,73,12,DHL Express Perú
1D1321,Callao,Ate,14.01,52,12,Olva Courier
1D1321,Callao,Ate,14.01,70,20,Serpost
1D1321,Callao,Ate,14.01,26,17,DHL Express Perú
1D1322,Magdalena del Mar,Lurigancho,26.82,35,24,Olva Courier
1D1322,Magdalena del Mar,Lurigancho,26.82,67,12,Serpost
1D1322,Magdalena del Mar,Lurigancho,26.82,57,19,DHL Express Perú
1D1323,Cieneguilla,Comas,12.7,45,15,Olva Courier
1D1323,Cieneguilla,Comas,12.7,83,23,Serpost
1D1323,Cieneguilla,Comas,12.7,111,18,DHL Express Perú
1D1324,Santa María del Mar,Carmen de la Legua Reynoso,18.17,79,10,Olva Courier
1D1324,Santa María del Mar,Carmen de la Legua Reynoso,18.17,35,19,Serpost
1D1324,Santa María del Mar,Carmen de la Legua Reynoso,18.17,55,15,DHL Express Perú
1D1325,San Bartolo,El Agustino,6.47,74,22,Olva Courier
1D1325,San Bartolo,El Agustino,6.47,123,19,Serpost
1D1325,San Bartolo,El Agustino,6.47,81,22,DHL Express Perú
1D1326,Pucusana,San Isidro,20.44,117,15,Olva Courier
1D1326,Pucusana,San Isidro,20.44,43,18,Serpost
1D1326,Pucusana,San Isidro,20.44,77,21,DHL Express Perú
1D1327,Los Olivos,Callao,13.11,36,16,Olva Courier
1D1327,Los Olivos,Callao,13.11,59,15,Serpost
1D1327,Los Olivos,Callao,13.11,62,21,DHL Express Perú
1D1328,La Perla,Mi Perú,14.8,109,21,Olva Courier
1D1328,La Perla,Mi Perú,14.8,69,17,Serpost
1D1328,La Perla,Mi Perú,14.8,64,13,DHL Express Perú
1D1329,San Juan de Lurigancho,Puente Piedra,5.15,34,17,Olva Courier
